date,SRV,poolval,CapRealBTC
2019-06-19,18751.05,4854530.32,41694.61
2019-06-20,18646.91,4858716.89,41574.69
2019-06-21,18483.49,4861483.75,41400.39
2019-06-22,18287.98,4856807.14,41206.18
2019-06-23,18181.25,4840410.95,41152.73
2019-06-24,18128.81,4832196.84,40966.01
2019-06-25,18005.71,4843603.37,40775.5
2019-06-26,17880.08,4851409.02,40557.5
2019-06-27,17714.75,4863223.08,40428.14
2019-06-28,17594.07,4861786.07,40281.73
2019-06-29,17437.07,4858610.95,40233.56
2019-06-30,17465.6,4844484.84,40095.59
2019-07-01,17364.73,4866243.05,39961.05
2019-07-02,17340.98,4883406.06,39818.76
2019-07-03,17238.59,4906758.04,39672.23
2019-07-04,17063.74,4929199.73,39198.76
2019-07-05,16979.44,4914364.65,39108.66
2019-07-06,16799.8,4908640.93,38993.15
2019-07-07,16678.19,4895975.51,38911.7
2019-07-08,16719.9,4886085.95,38764.72
2019-07-09,16644.02,4903426.24,38648.57
2019-07-10,16632.43,4940182.56,38535.21
2019-07-11,16511.06,4954890.75,38423.26
2019-07-12,16418.67,4958010.81,38344.9
2019-07-13,16283.21,4959126.65,38264.07
2019-07-14,16217.27,4941762.74,38192.8
2019-07-15,16313.9,4941038.08,38126.32
2019-07-16,16286.53,4969315.24,37886.99
2019-07-17,16242.78,5006012.31,37876.89
2019-07-18,16208.02,5011359.53,37808.99
2019-07-19,16206.71,5011311.55,37726.89
2019-07-20,16108.6,5027484.25,37689.03
2019-07-21,16016.46,5022337.84,37658.44
2019-07-22,16007.59,5005772.67,37470.24
2019-07-23,16013.11,5011368.5,37442.48
2019-07-24,15957.19,5029847.51,37387.69
2019-07-25,15947.87,5036145.55,37321.21
2019-07-26,15885.96,5038285.05,37269.12
2019-07-27,15765.27,5049831.19,37203.5
2019-07-28,15669.68,5030310.05,37154.15
2019-07-29,15690.42,5015534.94,37105.08
2019-07-30,15634.11,5022376.45,37033.75
2019-07-31,15645.46,5034226.98,36990.45
2019-08-01,15697.49,5043870.91,36951.04
2019-08-02,15597.23,5067171.58,36900.69
2019-08-03,15492.45,5082588.68,36829.1
2019-08-04,15440.71,5072372.98,36779.39
2019-08-05,15418.87,5058530.88,36717.01
2019-08-06,15428.93,5071699.91,36692.69
2019-08-07,15347.37,5078593.17,36568.78
2019-08-08,15262.3,5090739.88,36371.35
2019-08-09,15156.07,5082283.83,36245.25
2019-08-10,15013.71,5097809.28,36179.56
2019-08-11,14917.85,5069948.39,36118.54
2019-08-12,14899.39,5060523.37,36050.75
2019-08-13,15000.24,5065868.74,35964.49
2019-08-14,14919.45,5108908.26,35925.87
2019-08-15,14877.72,5142091.62,35866.38
2019-08-16,14867.54,5145452.91,35767.5
2019-08-17,14780.93,5163470.96,35714.44
2019-08-18,14675.01,5163218.51,35683.93
2019-08-19,14610.01,5135075.24,35637.71
2019-08-20,14654.37,5123218.96,35590.36
2019-08-21,14639.04,5135658.3,35538.27
2019-08-22,14573.97,5161345.84,35515.63
2019-08-23,14546.92,5150888.93,35442.82
2019-08-24,14495.36,5159009.16,35387.47
2019-08-25,14481.99,5159725.06,35345.93
2019-08-26,14544.3,5169852.4,35301.53
2019-08-27,14490.63,5194176.35,35228.29
2019-08-28,14437.49,5211062.32,35158.9
2019-08-29,14424.74,5214732.51,35114.09
2019-08-30,14444.91,5207460.55,35040.43
2019-08-31,14327.72,5237090.33,34999.36
2019-09-01,14276.38,5234017.03,34945.38
2019-09-02,14226.51,5214047.13,34908.04
2019-09-03,14229.19,5204241.69,34880.08
2019-09-04,14206.91,5211361.55,34824.9
2019-09-05,14248.76,5215949.7,34778.48
2019-09-06,14188.68,5247637.23,34732.01
2019-09-07,14141.44,5259943.77,34697.81
2019-09-08,14126.37,5251718.12,34688.8
2019-09-09,14108.3,5248349.43,34644.08
2019-09-10,14052.28,5266121.49,34549.08
2019-09-11,13993.51,5269330.29,34441.17
2019-09-12,14024.97,5271116.55,34401.86
2019-09-13,13945.08,5278959.85,34353.52
2019-09-14,13801.81,5297477.25,34305.0
2019-09-15,13679.5,5267002.36,34249.81
2019-09-16,13739.23,5233585.53,34159.18
2019-09-17,13678.88,5253969.6,34112.21
2019-09-18,13631.43,5273616.63,34104.28
2019-09-19,13687.46,5268537.45,34091.52
2019-09-20,13674.01,5278284.75,34069.77
2019-09-21,13566.3,5319438.36,34026.43
2019-09-22,13483.89,5300906.59,33983.45
2019-09-23,13439.24,5277985.6,33907.19
2019-09-24,13310.57,5273761.19,33817.42
2019-09-25,13249.66,5260379.14,33735.46
2019-09-26,13214.01,5244414.34,31897.23
2019-09-27,13171.7,5261265.36,31876.62
2019-09-28,13080.42,5260758.55,31859.04
2019-09-29,12997.85,5250349.77,31835.21
2019-09-30,13003.42,5225674.32,31783.33
2019-10-01,12955.89,5225998.69,31727.58
2019-10-02,12950.87,5239630.21,31649.69
2019-10-03,12894.41,5258366.96,31594.64
2019-10-04,12794.11,5259447.83,31551.89
2019-10-05,12723.87,5252636.84,31533.85
2019-10-06,12679.49,5242683.22,31519.99
2019-10-07,12635.35,5222877.78,31472.16
2019-10-08,12711.14,5216328.81,31429.84
2019-10-09,12642.46,5264045.08,31358.8
2019-10-10,12636.92,5278247.29,31277.47
2019-10-11,12589.08,5277757.96,31216.58
2019-10-12,12470.14,5301678.47,31151.63
2019-10-13,12472.04,5291512.6,31096.97
2019-10-14,12423.13,5308009.78,31041.41
2019-10-15,12339.59,5305601.88,30921.14
2019-10-16,12258.32,5301225.08,30834.28
2019-10-17,12249.84,5290862.02,30742.6
2019-10-18,12199.99,5294981.88,30655.89
2019-10-19,12038.72,5307251.15,30558.18
2019-10-20,11996.6,5295204.69,30488.5
2019-10-21,11992.39,5283228.87,30409.82
2019-10-22,11922.92,5323248.95,30313.16
2019-10-23,11883.08,5344167.91,30237.17
2019-10-24,11863.53,5342141.74,30165.47
2019-10-25,11786.9,5373058.44,30067.24
2019-10-26,11661.92,5385523.62,29944.34
2019-10-27,11570.07,5379568.42,29860.78
2019-10-28,11465.84,5358906.66,29648.98
2019-10-29,11348.31,5354756.47,29591.98
2019-10-30,11269.43,5329940.09,29547.1
2019-10-31,11271.51,5307724.67,29498.08
2019-11-01,11212.35,5321892.38,29605.31
2019-11-02,11232.95,5325116.4,29720.92
2019-11-03,11389.66,5322595.2,29994.91
2019-11-04,11503.91,5347437.07,30030.49
2019-11-05,11516.93,5377537.25,30009.3
2019-11-06,11475.12,5385611.55,29986.64
2019-11-07,11571.81,5369881.19,30123.65
2019-11-08,11627.74,5368197.41,30210.92
2019-11-09,11645.22,5397987.96,30269.82
2019-11-10,11662.1,5382244.06,30334.48
2019-11-11,11726.81,5373385.47,30490.8
2019-11-12,11810.42,5358939.65,30779.55
2019-11-13,11782.46,5345703.74,30835.56
2019-11-14,11853.61,5325371.71,30953.37
2019-11-15,12029.93,5300339.4,31233.11
2019-11-16,12220.43,5310730.83,31432.91
2019-11-17,12439.29,5324369.11,31544.01
2019-11-18,12616.44,5369804.94,31635.72
2019-11-19,12623.58,5411460.84,31672.61
2019-11-20,12696.27,5400550.99,31008.01
2019-11-21,12809.07,5396595.79,31045.39
2019-11-22,12838.76,5403809.16,31007.14
2019-11-23,12920.42,5424740.95,31153.42
2019-11-24,13077.69,5436512.45,31230.99
2019-11-25,13111.8,5480102.48,31265.11
2019-11-26,13077.71,5477306.76,31301.65
2019-11-27,13050.03,5456502.59,31330.15
2019-11-28,13065.63,5443245.69,31366.21
2019-11-29,13086.57,5418418.47,31453.21
2019-11-30,13219.78,5395430.57,31549.2
2019-12-01,13238.78,5402339.47,31641.52
2019-12-02,13295.93,5419416.34,31779.85
2019-12-03,13321.36,5387513.06,31791.74
2019-12-04,13465.55,5405940.62,31871.6
2019-12-05,13591.3,5429040.31,31973.09
2019-12-06,13805.18,5453173.3,32094.34
2019-12-07,14115.83,5482225.5,32238.47
2019-12-08,14190.94,5569906.23,32322.86
2019-12-09,14238.96,5592680.27,32367.97
2019-12-10,14209.33,5593322.55,32450.65
2019-12-11,14184.52,5569155.27,32558.39
2019-12-12,14199.32,5537051.62,32614.46
2019-12-13,14190.43,5516356.54,32668.27
2019-12-14,14147.31,5494180.01,32755.76
2019-12-15,14099.86,5455170.14,32880.06
2019-12-16,14275.67,5423315.57,32876.9
2019-12-17,14545.49,5411436.38,32827.31
2019-12-18,14605.48,5543639.46,32703.23
2019-12-19,14602.88,5594721.6,32708.08
2019-12-20,14595.55,5596816.43,32727.84
2019-12-21,14512.01,5598877.04,32731.01
2019-12-22,14360.99,5580916.9,32703.99
2019-12-23,14442.3,5523198.71,32637.13
2019-12-24,14417.95,5547605.99,32623.1
2019-12-25,14392.83,5560686.98,32577.62
2019-12-26,14338.74,5568337.81,32569.87
2019-12-27,14404.32,5556367.4,32543.36
2019-12-28,14372.92,5561882.47,32498.65
2019-12-29,14329.6,5589658.82,32450.88
2019-12-30,14260.52,5593508.46,32426.76
2019-12-31,14222.75,5583034.23,32430.11
2020-01-01,14171.53,5568554.42,32429.77
2020-01-02,14169.76,5555616.94,32427.77
2020-01-03,14235.83,5553471.38,32424.96
2020-01-04,14285.81,5568828.85,32425.64
2020-01-05,14322.83,5605007.16,32443.35
2020-01-06,14329.45,5617252.16,32460.22
2020-01-07,14256.3,5634735.03,32332.9
2020-01-08,14265.54,5636992.74,32242.97
2020-01-09,14223.09,5651387.93,32159.92
2020-01-10,14112.5,5663800.73,32017.88
2020-01-11,14077.73,5656525.94,31967.58
2020-01-12,13952.35,5653000.21,31878.92
2020-01-13,13846.78,5621413.93,31784.0
2020-01-14,13889.4,5606587.49,31709.37
2020-01-15,13801.88,5645022.44,31583.63
2020-01-16,13812.92,5642888.83,31631.52
2020-01-17,13886.27,5633563.45,31637.17
2020-01-18,13904.46,5662289.55,31618.87
2020-01-19,13902.4,5676711.19,31588.23
2020-01-20,13905.16,5698409.75,31533.32
2020-01-21,13822.09,5694574.8,31521.83
2020-01-22,13736.18,5686658.64,31489.83
2020-01-23,13656.29,5659638.54,31410.31
2020-01-24,13599.64,5639658.26,31335.12
2020-01-25,13545.62,5632419.72,31295.57
2020-01-26,13498.68,5621021.32,31265.41
2020-01-27,13393.3,5625545.83,31224.58
2020-01-28,13421.0,5601235.69,31171.51
2020-01-29,13414.2,5605425.02,31130.73
2020-01-30,13385.0,5629142.24,31085.91
2020-01-31,13293.09,5642927.31,31028.14
2020-02-01,13217.22,5637988.31,30984.69
2020-02-02,13169.72,5616319.64,30965.76
2020-02-03,13138.64,5606026.36,30961.17
2020-02-04,13095.93,5601012.87,30963.56
2020-02-05,13078.88,5597706.12,30951.48
2020-02-06,13024.42,5593069.0,30903.93
2020-02-07,13063.09,5576324.97,30941.41
2020-02-08,12993.71,5579121.87,30882.69
2020-02-09,12973.23,5571444.45,30890.27
2020-02-10,12964.01,5558456.66,30888.36
2020-02-11,12943.71,5559393.02,30846.17
2020-02-12,12928.37,5562164.89,30812.95
2020-02-13,12910.07,5559476.83,30881.68
2020-02-14,12940.84,5547324.99,30861.04
2020-02-15,12855.24,5530185.36,30805.7
2020-02-16,12771.66,5519636.45,30763.75
2020-02-17,12722.27,5482544.71,30721.54
2020-02-18,12753.59,5467991.65,30691.9
2020-02-19,12719.62,5475129.14,30637.17
2020-02-20,12613.08,5512652.78,30646.42
2020-02-21,12518.9,5462650.01,30620.76
2020-02-22,12590.28,5413496.02,30644.95
2020-02-23,12599.45,5437557.04,30671.34
2020-02-24,12717.78,5462289.18,30710.62
2020-02-25,12827.33,5473562.04,30691.66
2020-02-26,12822.04,5558873.01,30669.11
2020-02-27,12735.94,5561899.31,30628.85
2020-02-28,12739.5,5541200.01,30567.58
2020-02-29,12682.99,5545972.56,30550.61
2020-03-01,12690.89,5549747.39,30511.85
2020-03-02,12821.38,5536729.75,30496.98
2020-03-03,12804.91,5612650.23,30509.83
2020-03-04,12757.97,5624812.93,30538.86
2020-03-05,12750.03,5610146.81,30518.01
2020-03-06,12669.73,5597386.09,30497.25
2020-03-07,12554.13,5568809.32,30476.69
2020-03-08,12583.39,5529485.03,30446.87
2020-03-09,12805.89,5518539.66,30338.57
2020-03-10,12863.04,5578681.07,30379.65
2020-03-11,12908.98,5700222.73,30336.7
2020-03-12,12899.13,5704051.23,30262.59
2020-03-13,12812.23,5740204.53,30188.15
2020-03-14,12743.63,5723900.56,30262.16
2020-03-15,12693.74,5695206.76,30266.31
2020-03-16,12596.2,5669910.37,30077.06
2020-03-17,12520.39,5644680.91,29987.84
2020-03-18,12482.7,5622523.55,29949.66
2020-03-19,12547.61,5622059.02,29924.23
2020-03-20,12504.87,5647845.36,29848.11
2020-03-21,12417.8,5677590.85,29762.16
2020-03-22,12398.54,5672943.45,29813.49
2020-03-23,12400.33,5666038.36,29702.96
2020-03-24,12262.13,5685060.66,29607.81
2020-03-25,12238.91,5654409.52,29580.6
2020-03-26,12242.95,5663847.03,29545.35
2020-03-27,12203.38,5683441.24,29492.15
2020-03-28,12116.44,5707478.74,29387.94
2020-03-29,12042.6,5699701.03,29320.77
2020-03-30,11988.75,5683203.68,29274.8
2020-03-31,11928.39,5663166.68,29263.35
2020-04-01,11905.5,5655702.94,29206.52
2020-04-02,11817.96,5663104.9,29159.3
2020-04-03,11750.78,5650753.41,29106.26
2020-04-04,11704.39,5633904.7,29069.39
2020-04-05,11656.27,5637401.36,29021.23
2020-04-06,11706.38,5632108.32,28994.53
2020-04-07,11704.62,5662346.69,28944.19
2020-04-08,11686.38,5684421.87,28916.97
2020-04-09,11670.76,5693279.25,28890.4
2020-04-10,11594.56,5697282.7,28844.13
2020-04-11,11543.57,5686764.73,28820.59
2020-04-12,11433.52,5669787.8,28772.05
2020-04-13,11427.43,5631604.91,28753.29
2020-04-14,11414.13,5636554.66,28732.7
2020-04-15,11412.82,5631273.42,28714.94
2020-04-16,11423.61,5643115.52,28653.12
2020-04-17,11360.21,5661030.4,28630.98
2020-04-18,11311.58,5667191.47,28619.25
2020-04-19,11314.7,5638709.47,28599.13
2020-04-20,11338.25,5644039.93,28574.88
2020-04-21,11295.04,5663783.43,28536.24
2020-04-22,11272.96,5663361.62,28507.33
2020-04-23,11237.73,5662791.33,28462.3
2020-04-24,11221.88,5662509.94,28421.39
2020-04-25,11176.89,5668836.13,28407.21
2020-04-26,11152.71,5671920.9,28389.17
2020-04-27,11093.35,5667846.38,28357.54
2020-04-28,11062.13,5657328.8,28337.54
2020-04-29,11005.52,5645460.45,28257.76
2020-04-30,10975.86,5636700.8,28182.19
2020-05-01,10914.04,5648581.89,28164.59
2020-05-02,10937.34,5643644.7,28125.82
2020-05-03,10872.18,5658602.86,28103.47
2020-05-04,10868.88,5657799.29,28075.81
2020-05-05,10847.55,5655901.36,28048.95
2020-05-06,10726.44,5655885.69,27992.15
2020-05-07,10737.71,5633366.77,27881.55
2020-05-08,10710.79,5611410.29,27789.65
2020-05-09,10685.2,5646718.86,27748.38
2020-05-10,10623.82,5667807.87,27673.38
2020-05-11,10582.07,5674458.1,27608.54
2020-05-12,10549.56,5671876.56,27559.15
2020-05-13,10424.27,5676847.94,27448.03
2020-05-14,10396.35,5655778.25,27344.64
2020-05-15,10284.45,5656983.03,27292.9
2020-05-16,10248.94,5649610.48,27285.16
2020-05-17,10222.4,5624299.15,27258.17
2020-05-18,10230.53,5627671.37,27201.75
2020-05-19,10175.57,5656136.57,27112.44
2020-05-20,10103.93,5664689.15,27054.17
2020-05-21,10125.0,5632557.28,27004.04
2020-05-22,10181.55,5663281.19,26994.91
2020-05-23,10208.42,5716188.39,26993.99
2020-05-24,10227.63,5759231.6,26971.54
2020-05-25,10194.92,5774733.74,26986.29
2020-05-26,10156.88,5790028.48,27004.44
2020-05-27,10132.81,5769430.11,26977.68
2020-05-28,10061.98,5756603.29,26938.65
2020-05-29,10000.85,5736274.52,26935.55
2020-05-30,9937.02,5714785.03,26921.0
2020-05-31,9916.1,5667902.87,26914.26
2020-06-01,10072.72,5647153.33,26908.49
2020-06-02,10163.37,5730820.69,27076.03
2020-06-03,10238.34,5778057.95,27058.3
2020-06-04,10349.22,5816703.69,27204.17
2020-06-05,10355.17,5851129.75,27208.67
2020-06-06,10338.01,5847376.85,27253.12
2020-06-07,10332.12,5823573.93,27276.21
2020-06-08,10326.75,5802623.92,27312.05
2020-06-09,10351.11,5785288.75,27342.49
2020-06-10,10321.45,5776698.62,27359.7
2020-06-11,10311.4,5757573.91,27351.24
2020-06-12,10408.07,5733716.38,27432.66
2020-06-13,10467.77,5749273.88,27458.45
2020-06-14,10486.45,5784976.62,27457.05
2020-06-15,10496.91,5787060.25,27443.61
2020-06-16,10452.63,5800722.61,27441.17
2020-06-17,10444.16,5784547.17,27426.6
2020-06-18,10471.22,5776110.18,27390.04
2020-06-19,10483.15,5777276.28,27401.02
2020-06-20,10460.75,5796509.39,27395.22
2020-06-21,10443.05,5795912.07,27395.0
2020-06-22,10429.56,5791807.51,27378.82
2020-06-23,10439.99,5784668.69,27396.14
2020-06-24,10421.94,5791833.53,27408.47
2020-06-25,10384.46,5787056.06,27391.02
2020-06-26,10369.54,5771131.44,27345.44
2020-06-27,10261.48,5756257.37,27306.01
2020-06-28,10307.17,5718449.54,27280.46
2020-06-29,10307.98,5725111.14,27254.26
2020-06-30,10337.65,5756094.94,27230.84
2020-07-01,10306.58,5783284.24,27200.44
2020-07-02,10184.64,5795589.11,27150.31
2020-07-03,10245.72,5790208.17,27111.46
2020-07-04,10201.79,5836041.58,27081.1
2020-07-05,10170.47,5844027.33,27073.41
2020-07-06,10177.9,5838884.86,27075.69
2020-07-07,10162.15,5839404.68,27092.11
2020-07-08,10185.4,5836134.18,27101.29
2020-07-09,10184.05,5835405.48,27154.39
2020-07-10,10152.24,5838692.8,27160.08
2020-07-11,10106.86,5816689.29,27192.07
2020-07-12,10139.23,5788676.75,27207.63
2020-07-13,10174.43,5769199.41,27192.49
2020-07-14,10217.9,5788035.34,27207.83
2020-07-15,10266.87,5826815.6,27264.74
2020-07-16,10300.7,5844150.12,27272.57
2020-07-17,10311.81,5860037.34,27274.57
2020-07-18,10244.94,5866270.84,27293.02
2020-07-19,10285.89,5836253.75,27259.6
2020-07-20,10316.21,5839324.17,27272.51
2020-07-21,10304.31,5854387.86,27270.34
2020-07-22,10289.0,5860690.04,27299.41
2020-07-23,10271.64,5841766.03,27305.12
2020-07-24,10244.07,5832244.61,27274.27
2020-07-25,10226.8,5827389.86,27264.53
2020-07-26,10201.91,5812699.67,27213.92
2020-07-27,10145.56,5814305.26,27077.25
2020-07-28,10183.94,5808620.29,27001.33
2020-07-29,10105.15,5862837.91,26939.08
2020-07-30,10049.76,5871103.32,26894.4
2020-07-31,10008.32,5856833.15,26823.57
2020-08-01,9985.59,5849422.26,26755.9
2020-08-02,9962.26,5858593.31,26694.01
2020-08-03,9958.17,5867717.0,26682.27
2020-08-04,9922.81,5874684.57,26654.06
2020-08-05,9848.74,5881296.64,26583.94
2020-08-06,9761.03,5860934.7,26537.76
2020-08-07,9758.75,5839291.27,26474.33
2020-08-08,9700.98,5846508.81,26438.68
2020-08-09,9690.97,5853417.12,26396.01
2020-08-10,9684.69,5855497.03,26355.82
2020-08-11,9624.59,5878723.96,26310.23
2020-08-12,9593.6,5881323.68,26267.85
2020-08-13,9603.33,5873111.35,26266.87
2020-08-14,9674.76,5879326.42,26250.57
2020-08-15,9616.55,5925831.2,26204.21
2020-08-16,9604.13,5939041.75,26211.52
2020-08-17,9712.71,5928415.51,26163.63
2020-08-18,9705.45,5979348.79,26095.75
2020-08-19,9687.4,6027842.69,26078.08
2020-08-20,9604.17,6032405.05,25734.14
2020-08-21,9573.14,5995819.03,25455.91
2020-08-22,9583.57,5966930.46,25650.1
2020-08-23,9598.97,5933160.48,25662.88
2020-08-24,9876.84,5905701.89,25673.75
2020-08-25,9896.82,5981635.91,25642.64
2020-08-26,9922.54,6073364.49,25644.65
2020-08-27,9893.45,6084351.74,25596.5
2020-08-28,9885.85,6077568.54,25398.99
2020-08-29,9864.29,6073192.96,25382.23
2020-08-30,9850.89,6074101.84,25362.07
2020-08-31,9857.62,6071950.16,25345.6
2020-09-01,9830.3,6073938.38,25302.31
2020-09-02,9812.54,6086652.33,25249.43
2020-09-03,9748.26,6081543.34,25169.98
2020-09-04,9714.86,6076950.64,25135.62
2020-09-05,9691.56,6071120.1,25084.35
2020-09-06,9645.16,6089167.1,25041.41
2020-09-07,9642.14,6085438.85,24993.53
2020-09-08,9607.17,6096242.32,24945.31
2020-09-09,9562.42,6111532.46,24926.73
2020-09-10,9511.43,6102078.26,24923.26
2020-09-11,9537.46,6075116.55,24923.57
2020-09-12,9512.75,6102404.18,24916.34
2020-09-13,9488.1,6102371.01,24897.54
2020-09-14,9453.84,6096618.93,24845.36
2020-09-15,9390.99,6092721.26,24788.02
2020-09-16,9374.05,6084273.53,24739.02
2020-09-17,9357.13,6087435.71,24679.52
2020-09-18,9282.6,6106617.36,24569.77
2020-09-19,9237.4,6107590.89,24516.1
2020-09-20,9176.56,6112271.31,24450.52
2020-09-21,9110.87,6102764.21,24339.84
2020-09-22,9038.23,6105550.58,24254.72
2020-09-23,8971.73,6108001.99,24186.48
2020-09-24,8907.71,6102988.06,24091.29
2020-09-25,8839.33,6097338.17,24052.13
2020-09-26,8798.28,6091794.08,23998.33
2020-09-27,8745.68,6087078.35,23946.14
2020-09-28,8707.08,6092975.6,23890.7
2020-09-29,8650.31,6094630.42,23839.58
2020-09-30,8601.21,6099444.97,23780.33
2020-10-01,8581.58,6092042.52,23738.89
2020-10-02,8513.11,6114223.54,23686.81
2020-10-03,8469.79,6102102.29,23643.61
2020-10-04,8435.0,6099973.88,23583.6
2020-10-05,8396.22,6109827.81,23531.76
2020-10-06,8327.14,6121514.26,23477.22
2020-10-07,8290.28,6118706.88,23434.62
2020-10-08,8224.08,6112170.58,23386.61
2020-10-09,8189.35,6087433.23,23366.65
2020-10-10,8134.13,6089004.12,23297.85
2020-10-11,8102.31,6087556.43,23257.86
2020-10-12,8068.73,6073136.08,23209.62
2020-10-13,8020.04,6083771.39,23162.56
2020-10-14,7954.64,6086492.27,23103.95
2020-10-15,7895.91,6066809.9,23037.35
2020-10-16,7837.75,6045019.54,23013.88
2020-10-17,7856.86,6034568.74,22975.05
2020-10-18,7855.59,6049568.75,22876.68
2020-10-19,7877.78,6090042.6,22832.71
2020-10-20,7849.11,6126768.71,22740.94
2020-10-21,7801.36,6163509.65,22683.24
2020-10-22,7760.34,6181375.59,22655.85
2020-10-23,7701.53,6171524.4,22557.8
2020-10-24,7653.42,6153879.47,22507.62
2020-10-25,7620.62,6145299.19,22473.43
2020-10-26,7588.17,6147975.05,22418.2
2020-10-27,7525.66,6147361.78,22340.41
2020-10-28,7444.79,6152780.84,22258.22
2020-10-29,7387.88,6129866.96,22198.78
2020-10-30,7340.62,6115292.96,22142.62
2020-10-31,7271.42,6115923.95,22089.96
2020-11-01,7217.33,6104453.77,22032.3
2020-11-02,7215.38,6107632.17,21954.84
2020-11-03,7213.51,6134460.72,21889.09
2020-11-04,7174.73,6199700.8,21857.79
2020-11-05,7128.48,6222522.66,21776.83
2020-11-06,7097.12,6210008.5,21763.37
2020-11-07,7116.04,6208147.21,21747.87
2020-11-08,7139.43,6211955.23,21762.28
2020-11-09,7112.84,6227770.67,21759.61
2020-11-10,7101.21,6217802.31,21728.87
2020-11-11,7098.1,6221517.86,21709.23
2020-11-12,7057.2,6230094.44,21717.46
2020-11-13,7129.82,6195669.35,21819.84
2020-11-14,7133.16,6216270.3,21820.06
2020-11-15,7189.8,6201992.07,21875.07
2020-11-16,7235.96,6222479.93,21846.37
2020-11-17,7306.87,6251206.63,21817.75
2020-11-18,7361.85,6304433.5,21815.02
2020-11-19,7416.43,6360250.7,21816.21
2020-11-20,7494.91,6403415.68,21883.73
2020-11-21,7581.61,6438834.37,21976.4
2020-11-22,7619.53,6466266.92,21970.38
2020-11-23,7600.92,6483886.91,21974.67
2020-11-24,7518.79,6472562.19,21994.76
2020-11-25,7478.66,6402242.38,21945.65
2020-11-26,7435.59,6347931.95,21988.64
2020-11-27,7439.71,6297475.21,22048.88
2020-11-28,7718.87,6257439.06,22090.39
2020-11-29,7867.67,6330280.39,22164.44
2020-11-30,8055.77,6498462.86,22187.93
2020-12-01,8118.29,6646370.88,22265.54
2020-12-02,8114.43,6674205.16,22334.42
2020-12-03,8160.26,6649519.07,22339.01
2020-12-04,8133.03,6619060.83,22323.87
2020-12-05,8138.3,6566216.7,22405.46
2020-12-06,8099.74,6514696.72,22446.13
2020-12-07,8212.78,6457754.7,22504.97
2020-12-08,8368.33,6447080.79,22556.62
2020-12-09,8550.26,6508349.64,22620.63
2020-12-10,8610.0,6617559.63,22715.98
2020-12-11,8613.25,6638576.73,22718.67
2020-12-12,8662.28,6605640.79,22791.77
2020-12-13,8707.23,6616849.01,22810.11
2020-12-14,8766.48,6614179.76,22875.91
2020-12-15,8852.78,6623840.71,22875.28
2020-12-16,8915.29,6647694.61,22940.89
2020-12-17,8884.4,6659157.38,22932.89
2020-12-18,8921.11,6642969.75,23023.29
2020-12-19,8946.74,6610148.94,23036.1
2020-12-20,8960.7,6587610.66,23086.72
2020-12-21,9029.78,6582038.0,23137.94
2020-12-22,9062.97,6565674.51,23182.41
2020-12-23,9081.68,6584352.35,23186.74
2020-12-24,9151.42,6573944.68,23267.52
2020-12-25,9188.97,6588900.75,23308.36
2020-12-26,9259.38,6597897.89,23306.2
2020-12-27,9297.29,6616224.37,23370.1
2020-12-28,9350.87,6621027.28,23419.78
2020-12-29,9382.45,6617520.71,23416.0
2020-12-30,9408.2,6637196.55,23408.67
2020-12-31,9426.52,6648673.35,23429.43
2021-01-01,9458.12,6641717.19,23440.12
2021-01-02,9478.26,6651490.68,23465.27
2021-01-03,9473.53,6655030.87,23493.79
2021-01-04,9471.73,6644144.28,23520.33
2021-01-05,9433.32,6614996.47,23496.78
2021-01-06,9456.95,6584380.84,23554.8
2021-01-07,9513.41,6561598.41,23599.54
2021-01-08,9679.61,6578533.4,23696.2
2021-01-09,9700.05,6614896.18,23708.95
2021-01-10,9782.79,6636845.17,23700.84
2021-01-11,9845.25,6690989.08,23733.73
2021-01-12,9964.29,6688807.71,23675.12
2021-01-13,10049.39,6747959.11,23712.89
2021-01-14,10135.21,6800012.13,23750.58
2021-01-15,10216.62,6829816.09,23824.32
2021-01-16,10331.0,6878263.77,23871.91
2021-01-17,10385.74,6908012.09,23920.04
2021-01-18,10375.52,6931870.4,23950.09
2021-01-19,10362.65,6908456.92,24013.98
2021-01-20,10303.86,6887617.11,24112.09
2021-01-21,10236.42,6833668.75,24145.82
2021-01-22,10177.16,6764973.59,24186.54
2021-01-23,10221.92,6700917.68,24224.29
2021-01-24,10442.82,6667420.51,24260.4
2021-01-25,10856.18,6701522.21,24528.83
2021-01-26,10930.98,6916333.53,24606.81
2021-01-27,11044.78,7000348.12,24892.82
2021-01-28,11157.96,6981681.12,24862.25
2021-01-29,11491.44,6994694.53,25137.33
2021-01-30,11475.65,7062998.52,25178.29
2021-01-31,11462.56,7092595.42,25358.54
2021-02-01,11448.31,7026822.72,25468.2
2021-02-02,11356.5,6963058.03,25545.51
2021-02-03,11340.14,6873487.31,25778.34
2021-02-04,11460.88,6784453.48,25939.73
2021-02-05,11697.9,6750854.1,26075.69
2021-02-06,12315.2,6811408.37,26427.41
2021-02-07,12579.39,6903992.39,26598.71
2021-02-08,12711.64,7085293.46,26734.4
2021-02-09,12887.4,7099895.4,26834.37
2021-02-10,13127.12,7135099.15,27126.06
2021-02-11,13296.03,7173687.8,27222.83
2021-02-12,13386.65,7191507.25,27380.11
2021-02-13,13485.89,7180954.39,27657.91
2021-02-14,13577.75,7150181.7,27762.87
